id_k,iq_k,epsilon_k,n_k,n_1k,id_k1,iq_k1
-164.5387,7.381963,-2.753905,1,5,-158.5123,7.204353
-64.38351,198.9617,2.234587,5,1,-92.52718,148.7544
-155.552,78.18177,2.803561,1,1,-146.3724,77.01291
-103.2079,125.3682,2.195341,2,1,-108.835,163.9671
-169.4668,70.45773,0.7143034,3,2,-148.8731,86.82706
-31.06085,74.29243,0.5303594,2,2,-55.47934,66.49986
-71.92773,44.62471,1.554098,2,5,-102.0737,52.82409
-181.2546,6.387603,1.144016,1,2,-175.5427,6.141563
-47.15556,5.02538,-2.866861,1,1,-46.52919,4.429917
-0.7840611,117.9666,1.411357,3,4,39.51347,145.4918
-50.59,153.6405,-2.34025,6,1,-19.35113,203.9924
-198.6977,15.69548,-0.6379815,6,1,-154.53,12.76366
-55.36908,150.8875,-1.456211,7,2,-84.96556,173.1517
-95.3604,94.75745,2.164649,2,6,-103.9185,116.6339
-127.121,194.8046,0.5264042,1,4,-111.0103,189.6666
-124.2878,86.71957,0.3030324,4,7,-161.5846,95.00408
-119.0305,51.49464,-1.508493,5,1,-113.732,60.61395
-29.97361,85.60106,3.067875,4,2,14.50866,86.29389
-132.6972,105.34,0.8573628,2,3,-169.4343,102.4571
-27.98648,131.7067,2.555256,2,1,-16.38866,171.0045
-116.7922,99.42583,2.075865,2,6,-130.892,121.0273
-165.1021,53.92085,-1.554703,5,5,-161.5004,62.51996
-98.68862,173.3024,-2.368034,6,1,-66.26432,231.1135
-41.17313,83.691,-2.601328,7,7,-67.99195,72.99124
-76.13093,47.16661,0.08553874,6,4,-48.77047,36.30614
-69.10999,81.799,2.265619,7,3,-54.29854,62.5205
-130.7858,177.5784,2.041153,5,5,-144.8083,129.4357
-89.76676,127.3248,-0.7213331,3,6,-128.9007,134.9811
-39.54055,173.8902,-0.5101284,1,1,-30.09003,170.2234
-157.0191,107.5915,-2.927582,1,5,-142.6457,105.0878
-39.32026,124.9075,-0.4235044,7,2,-18.98064,167.1611
-25.57555,185.3707,2.217375,1,2,-14.41543,179.7637
-52.56807,74.69283,0.3482715,3,6,-55.07133,94.87299
-143.5896,67.51346,-0.7267457,6,6,-98.79265,58.47842
-113.6802,51.87653,-2.539447,4,5,-67.17629,41.68403
-97.94779,6.124178,1.000737,1,1,-97.7458,5.687282
-2.899502,20.36016,1.713254,2,3,-28.0159,23.31618
-111.5317,80.87482,-0.8401989,7,2,-117.4784,101.2142
-82.26788,94.99563,-2.032638,7,5,-117.1719,92.05061
-104.1166,115.6397,-1.014845,3,6,-146.2992,115.4744
-173.9146,27.33958,1.700529,2,5,-204.1139,34.43002
-85.81107,56.44718,-0.8372128,2,7,-61.58686,43.15764
-12.60559,29.90936,2.403989,6,7,-43.3054,33.74525
-120.1092,38.55207,2.206908,2,6,-130.3665,46.54203
-90.62635,91.82306,2.168414,2,4,-103.4841,111.823
-90.99608,196.0214,3.009692,4,1,-26.23643,204.8911
-220.45,33.46793,0.8416354,6,6,-227.1836,26.20237
-83.31919,14.69447,0.5863639,5,4,-44.05867,7.096789
-145.0762,28.90761,2.351877,4,2,-109.2504,32.26226
-8.561636,194.7227,0.04556862,1,7,1.520364,189.5153
-159.3575,21.62943,2.522691,5,6,-189.4911,14.07241
-4.229847,31.50508,2.033823,2,7,-17.77701,38.48195
-146.6335,155.6487,-2.77779,1,5,-131.4174,151.98
-50.2979,74.61436,-1.893259,6,3,-12.38292,90.52336
-151.2488,23.01411,-2.864315,7,2,-178.8652,16.54064
-84.75915,78.66057,0.03898901,3,1,-99.98292,95.32082
-139.1909,56.75352,-3.065344,7,7,-155.8763,49.03903
-96.41885,199.7725,-2.275688,1,1,-84.55708,196.2102
-6.937726,62.67665,-1.214587,7,2,-25.26801,75.44389
-99.63497,42.58369,0.6354803,1,4,-91.47717,40.87434
-86.59591,92.61082,0.3846315,4,4,-116.6952,101.1374
-14.78591,28.57261,2.907799,1,6,-10.1513,26.97132
-94.1456,224.9864,2.553147,1,1,-82.50218,220.0552
-115.7581,38.04062,-1.277736,2,1,-81.44263,26.25328
-68.13806,67.59731,0.9223055,6,6,-76.72218,54.52532
-161.9342,117.6381,-1.050248,5,7,-124.6835,142.5858
-86.38429,34.41188,-2.005699,5,3,-95.17579,43.57487
-99.54417,30.34619,-2.526746,6,3,-91.74339,38.77887
-73.41872,137.925,0.1768173,1,7,-64.093,134.2428
-115.9314,157.8888,-1.893523,3,7,-134.9511,123.8187
-120.1461,3.508732,-0.9450322,2,2,-103.7334,-1.755842
-190.9804,10.3276,-1.582652,6,7,-144.7178,13.74198
-58.20407,196.9689,2.734835,1,6,-46.38621,188.4604
-70.56779,76.67128,-2.048,5,6,-84.31781,91.84245
-163.0988,127.832,-1.778743,1,1,-153.1541,125.6335
-51.89942,102.5191,2.253377,4,6,-6.682983,128.6782
-72.71243,18.61283,1.029953,1,1,-70.09625,18.18999
-73.46765,176.8064,-2.471467,7,2,-111.5839,151.6093
-201.5496,108.8696,0.8536935,1,4,-188.0706,104.4288
-221.5077,38.88359,-0.069658,1,6,-218.513,39.38491
-213.0066,6.006071,-1.616083,1,4,-208.2922,7.816326
-82.6078,14.56986,-0.2843612,5,6,-45.78537,17.68658
-98.11219,157.7009,-2.854262,7,1,-122.6128,123.4004
-12.58028,86.18032,-1.857524,2,6,22.46212,81.35756
-44.95863,176.614,-0.2477439,4,5,-85.81795,153.7029
-0.9416541,34.89078,-1.390571,4,5,-5.265048,24.35985
-49.9641,92.14095,-3.107872,5,6,-86.93935,87.5107
-152.6398,161.6982,-0.2111305,1,3,-137.1215,157.1958
-32.48882,146.6811,2.690921,1,2,-23.56609,141.4817
-177.2626,44.21171,0.8389147,3,4,-154.3386,51.38066
-118.8267,46.64421,0.09422833,3,6,-132.4445,57.73297
-67.89812,50.30859,2.529946,3,6,-22.8789,42.68942
-46.50116,175.7257,2.821736,4,1,14.30463,196.2731
-168.4965,23.56871,2.778088,7,6,-167.0937,15.19605
-97.76697,157.175,0.568406,2,4,-127.9881,131.2914
-163.1607,66.59611,0.4782255,3,4,-155.2728,81.28253
-68.31726,103.3982,1.183018,3,2,-25.9152,126.7812
-86.96959,91.5241,1.250338,2,3,-125.0787,96.06393
-78.99395,22.89265,0.7453484,3,7,-72.46373,28.41433
-84.7052,149.2182,-1.547554,3,6,-119.0964,124.6337
-60.68888,88.75806,1.678814,4,5,-45.91339,115.1801
-49.35738,152.9893,-0.8240151,1,1,-40.6275,150.0421
-108.7569,134.709,0.5835183,2,3,-138.5856,117.9281
-157.4137,79.7923,1.120426,5,6,-124.2976,64.01688
-112.8028,142.949,-1.706972,7,5,-145.317,158.5771
-142.6904,127.2363,-2.847463,6,7,-140.8971,165.1664
-131.4108,82.10935,-2.965184,3,1,-104.6943,64.85146
-110.768,11.29072,-1.765458,6,1,-77.68379,14.60223
-148.9316,108.5945,0.8337005,4,1,-173.6402,128.4708
-52.5165,67.56983,-2.454023,3,6,-50.78052,50.73025
-42.35328,84.21458,2.191762,6,2,-77.85097,84.71806
-8.293198,97.35172,-0.5834419,7,7,2.341532,125.4131
-194.5363,62.73904,-0.2855308,2,1,-195.1569,53.18011
-6.925951,91.28316,-2.019746,5,6,-14.35436,113.4002
-127.244,169.8116,2.71531,5,3,-165.4374,144.9422
-82.46594,81.98863,2.480147,1,6,-70.05126,78.71855
-59.12961,145.5861,1.706694,6,6,-91.15219,123.8713
-212.1344,78.02374,0.3354098,1,1,-204.1091,76.81579
-69.86405,53.07552,0.5411162,4,3,-100.0317,58.83268
-26.19788,197.5163,-1.433559,3,3,-61.45304,163.8189
-121.7933,96.50417,1.50797,6,4,-146.9674,86.61257
-151.1984,96.644,1.099793,4,6,-164.779,122.8485
-15.22737,174.8617,0.9782035,1,2,-4.223704,170.025
-137.4128,137.4303,0.7523156,4,4,-160.8101,163.4183
-182.5271,36.55645,0.392498,6,3,-169.3922,25.62341
-89.15387,156.2247,1.188546,4,2,-90.4521,201.7966
-141.5136,110.0443,2.549821,7,5,-123.17,84.47207
-119.7822,15.53096,-0.4918488,6,7,-81.8036,11.02936
-173.0296,97.21354,1.873824,1,4,-162.1557,93.06454
-81.87975,90.56741,-2.23226,7,7,-114.7757,86.96379
-118.9365,176.0515,0.1378537,2,7,-140.5997,137.1159
-199.081,98.78625,2.999966,7,4,-206.7988,80.05226
-124.1365,3.318778,3.136398,5,3,-165.7147,3.576052
-187.9879,90.124,2.464678,2,1,-187.6597,114.0713
-89.72617,109.748,2.576017,2,7,-76.56627,149.2266
-94.95971,159.9856,-2.279685,7,7,-132.2581,146.5721
-68.0235,170.1815,0.764941,1,1,-57.17113,167.0565
-113.1111,66.15742,-2.849262,4,7,-60.84276,60.83096
-39.56738,226.0492,-2.751523,1,6,-27.66405,219.0538
-54.81768,183.9644,-3.093652,5,4,-100.1534,177.0922
-194.7697,93.94118,0.5270879,2,3,-224.9296,83.12743
-127.6029,34.79351,-0.6326047,6,7,-84.00259,26.97724
-145.3592,33.7324,2.172275,6,3,-186.94,36.80174
-81.93068,160.0504,-0.03908053,1,4,-70.29449,152.1901
-47.65903,5.816772,-1.622948,5,3,-44.03964,13.24811
-195.4759,10.31486,-1.699727,4,1,-186.2414,2.339317
-76.0759,59.01552,0.8336654,5,5,-44.78865,49.2024
-153.2099,39.71491,-2.780542,2,6,-116.3733,40.25888
-194.3461,44.83962,-0.1113694,6,2,-159.3257,36.06577
-212.6577,33.60994,0.6824551,6,1,-211.9269,24.94697
-141.4791,6.807043,-1.411117,1,6,-141.0201,5.956384
-33.92094,51.36043,-1.651306,3,4,-60.31437,46.35263
-64.97088,69.64025,0.8611451,7,4,-15.47919,69.2757
-2.279651,51.49541,1.678552,2,5,-26.20606,60.71933
-66.88169,2.589847,2.035054,6,3,-108.369,2.753363
-73.65122,43.72768,0.08383769,4,6,-110.2748,46.37095
-194.1612,23.69503,0.514681,4,4,-227.4064,28.32013
-162.4939,39.9685,0.732286,1,1,-157.5103,39.23029
-94.15077,76.8318,1.546693,2,1,-125.7301,86.85524
-32.18612,51.72801,-1.933856,1,1,-27.05796,50.42001
-47.63019,75.83079,2.432914,4,1,-6.678304,90.52844
-114.2792,122.9601,1.662676,2,7,-143.7247,143.1787
-55.46721,149.6598,-1.344513,7,4,-77.28354,175.5368
-158.1241,63.53948,-1.467852,7,3,-187.1706,73.56976
-29.81308,67.5131,2.321715,4,2,5.883392,77.81236
-87.90945,83.83556,0.6352239,4,4,-115.113,95.20476
-63.97287,150.9458,2.968696,5,5,-101.8123,136.3987
-132.7642,48.06456,0.4557472,3,2,-126.4467,60.12574
-88.74342,123.8671,1.718014,6,6,-119.3084,107.5613
-11.75869,182.1513,0.8448819,2,6,-48.39644,160.2678
-139.1398,116.7981,-1.714464,1,1,-129.5496,114.7333
-64.0952,58.53696,0.397177,2,2,-87.4686,51.70318
-56.71702,128.396,-2.30933,5,6,-74.23964,151.7925
-130.6709,153.9247,1.339822,4,4,-128.6983,205.1555
-81.12273,197.5435,-0.1287306,2,1,-95.79907,145.7664
-87.91387,95.40911,-2.480196,6,4,-74.37954,123.7815
-19.24231,144.1783,-1.836439,7,2,-58.5282,146.1624
-207.2544,26.53079,-2.33213,1,3,-201.669,27.61728
-44.76709,113.5963,-0.05038909,1,7,-35.33327,110.3146
-77.31133,28.25049,2.602863,7,2,-73.35438,18.69081
-116.4073,3.560626,0.8281533,2,7,-157.7949,0.2695826
-184.4643,78.36582,-0.9341358,1,3,-173.0231,76.10444
-30.99788,93.35599,2.858788,7,5,-33.44552,67.96567
-58.1336,213.1539,0.5848988,2,7,-98.59629,174.6617
-161.3608,56.58241,2.364128,1,6,-148.6855,55.07975
-174.9133,89.78022,-0.5010135,3,1,-207.2287,101.9297
-160.6846,52.72033,-0.373372,3,1,-192.2288,61.73377
-82.78785,151.9243,1.175348,4,4,-87.49023,191.7675
-203.3854,89.34273,0.4495186,1,3,-193.4941,85.73145
-107.6921,67.70425,-0.5618123,3,3,-137.6472,75.70818
-9.949256,96.48909,2.722081,2,4,6.173912,128.3037
-121.0794,197.223,-2.592538,1,6,-106.3209,193.2429
-227.1247,34.86094,2.898482,3,5,-181.3374,27.18312
-44.54934,146.7065,-1.846183,7,5,-80.5069,149.0105
-194.6773,35.96128,0.2269516,3,1,-205.0014,44.17916
-228.0106,44.82029,1.952178,7,1,-190.6806,34.06451
-3.476501,173.8883,-1.953776,3,3,-27.65867,128.7854
-148.6521,88.45202,1.7639,7,1,-103.5902,72.32712
-59.94216,216.7968,1.680011,3,1,1.051413,251.1479
-37.39419,125.3484,2.969671,2,5,-3.632542,163.544
-204.9828,128.7702,2.455418,6,6,-238.1069,142.8403
-165.1467,148.8304,1.069079,4,4,-180.1531,184.4564
-109.5468,62.61569,1.733493,5,4,-106.3493,48.7713
-8.203158,44.23716,2.892229,7,1,-14.92688,33.67186
-24.97824,41.68637,-1.176644,1,1,-20.93642,40.89314
-57.39441,174.5001,-0.5121244,1,7,-46.48952,169.6692
-118.6818,60.51262,1.975313,6,3,-158.237,59.92924
-84.16644,93.52761,-1.173244,1,3,-71.80036,91.30018
-80.17161,171.4546,-0.7595911,3,3,-115.3835,177.1602
-9.229147,13.32234,2.280182,7,1,1.649726,6.727876
-142.3285,144.825,-0.7978098,7,4,-140.666,191.0468
-175.8228,34.52518,1.271888,4,1,-184.2143,43.24166
-119.2536,74.54162,1.569644,6,5,-147.8692,69.48903
-79.74529,87.03529,0.4599887,3,7,-78.4507,106.5596
-127.8358,122.2956,3.138146,6,7,-141.4913,153.0683
-215.3483,6.280005,-1.784538,5,4,-219.5419,15.13354
-72.20129,160.9313,-0.1490475,2,4,-79.39158,119.1396
-123.9152,199.0897,-2.183682,3,6,-135.4139,147.1605
-92.5565,23.84542,0.9849764,7,1,-49.14145,24.46963
-131.2298,53.22786,0.7298337,6,3,-128.7175,42.74304
-84.03922,131.2279,2.837912,2,6,-54.09637,174.1877
-51.4674,71.59434,-2.502154,6,5,-34.0526,91.62074
-80.755,187.9058,0.9414674,2,3,-122.0036,174.9788
-60.63386,24.62047,3.033041,1,4,-59.60435,23.9158
-14.55671,186.6061,2.116771,5,6,-36.77439,130.4309
-19.28117,58.19887,1.371428,1,2,-10.4218,55.81582
-112.1165,97.68604,-1.809993,5,4,-114.8304,126.2027
-52.42625,166.1465,1.234693,2,5,-90.97482,167.8161
-105.767,50.97023,-0.2268869,3,4,-127.7957,60.01334
-47.13144,61.1981,0.6206156,1,5,-42.88268,60.74246
-61.74287,93.04507,-0.07080804,5,2,-8.961884,93.66782
-75.55981,140.8901,1.226134,3,4,-27.28054,178.3238
-156.6681,38.6921,-1.931797,1,3,-149.393,39.01192
-151.4079,35.13964,0.001086537,3,4,-168.0661,44.22632
-90.77979,125.1856,2.910579,5,4,-130.8485,112.7904
-62.2391,123.6027,-0.6607827,5,4,-8.942624,149.0643
-61.8161,134.8694,-0.2633632,5,2,-4.640695,146.5616
-46.458,174.4944,1.222508,2,3,-85.44727,175.0068
-168.9273,59.83171,-2.273852,6,1,-148.1785,67.56862
-211.6871,4.877863,-0.2456709,3,1,-241.6242,11.82139
-148.681,62.36275,2.406714,7,1,-128.2828,49.60336
-134.4848,66.04274,-0.9619928,1,3,-123.5521,63.73064
-135.6778,18.03432,2.501636,7,1,-128.7805,10.84773
-120.0411,151.247,0.862591,2,2,-156.077,141.3307
-147.802,47.70989,1.134406,7,2,-95.25467,41.92584
-102.6796,174.0613,-1.709055,1,5,-91.29509,169.8106
-133.9458,175.6144,-1.012466,3,2,-176.2599,172.2581
-63.5738,186.685,-1.996508,1,1,-53.81502,182.9497
-57.61292,110.1693,-0.2951619,6,3,-14.54241,87.19876
-59.33474,235.9321,1.437235,1,6,-45.07434,225.939
-9.839196,23.92275,1.969223,7,1,8.617621,18.39448
-65.86993,63.46341,-2.849312,7,7,-84.50775,57.11692
-199.4509,88.40179,-1.166565,3,3,-235.1286,88.49616
-123.5409,75.64224,-0.08139966,4,7,-161.2165,77.06689
-120.1991,14.1602,-2.702988,2,2,-87.74924,15.85321
-132.4165,204.6898,0.3779569,4,4,-165.5566,221.9903
-12.95357,171.8938,0.6613472,6,3,-16.95033,120.3939
-69.47294,1.744978,2.84691,7,2,-76.90681,-6.261614
-90.38871,196.5065,-1.777281,6,5,-35.47499,241.1385
-63.83964,112.1498,2.091574,4,4,-27.15201,147.9595
-128.5843,117.1412,-1.555149,1,1,-119.159,114.7552
-189.2396,80.12805,-0.9031771,1,4,-176.2396,80.05595
-98.58708,142.4126,1.654288,2,2,-122.4985,164.9296
-74.45915,66.65701,-2.752348,5,3,-107.7778,75.93336
-4.2883,43.1612,0.2288842,6,3,11.04208,31.1312
-29.75967,218.8801,-2.172455,4,5,0.6634352,166.1842
-54.67765,71.1971,-1.343654,7,7,-77.10413,81.90974
-206.397,101.9343,-0.8738473,2,3,-171.6281,79.00765
-148.8364,189.0895,-0.4980351,2,7,-137.458,138.8067
-87.9321,163.4611,-2.860857,7,6,-114.2961,126.012
-71.86267,142.4456,2.105975,2,4,-82.34352,177.9341
-203.4237,44.77199,-0.5302258,7,2,-198.4588,55.75342
-170.7286,105.333,1.812884,4,5,-147.7542,134.075
-102.4955,123.0925,-1.97251,7,2,-143.9333,125.1897
-60.81151,68.5836,2.882886,2,1,-39.59719,88.2138
-50.6112,224.5391,-1.120809,3,1,-93.34666,203.9613
-181.6122,38.1559,1.196296,1,4,-173.7166,35.8196
-165.3531,15.52256,-0.7030143,1,4,-160.1428,15.78477
-160.3929,13.93155,0.3515008,5,4,-113.6695,9.359529
-89.64763,28.96729,1.746341,2,6,-114.6049,35.42991
-60.96394,169.7088,3.000435,2,6,-18.98694,225.5378
-192.2163,99.43446,3.113708,2,5,-153.5177,125.1308
-161.9735,99.20129,3.108986,1,6,-149.6271,95.17059
-30.61845,158.3445,0.6334847,5,2,9.250053,131.8661
-26.38486,29.98146,-2.671612,7,2,-54.8727,25.54532
-16.71523,53.10002,-2.033228,1,5,-10.4654,50.66653
-163.2402,5.393379,2.246057,5,1,-187.7905,-0.12682
-8.155892,19.53146,-0.316548,3,3,-30.22784,24.1365
-60.3338,8.766928,2.254775,6,6,-93.85365,9.325573
-31.0145,112.7766,-2.523207,6,2,-14.15584,148.554
-126.8994,75.57392,-1.711412,7,7,-158.3895,83.50177
-129.226,169.4701,2.247502,1,2,-114.6566,164.259
-207.4265,29.67313,2.124132,2,1,-226.6078,37.78007
-34.28429,135.6724,-2.295249,5,7,-48.7462,162.261
-141.4593,90.63527,1.804595,6,3,-179.9752,83.86457
-180.3002,131.1356,-2.751807,1,4,-171.9252,129.2384
-4.746795,184.8034,3.12165,5,5,-42.24497,169.8362
-180.5126,156.2648,3.03469,1,5,-163.8473,153.1654
-176.1686,42.54753,1.077489,4,5,-196.0243,53.32555
-18.61664,68.51399,-2.729548,7,6,-44.36793,56.60089
-107.1725,54.24657,-2.991547,5,5,-140.1523,57.20203
-137.9351,126.1127,-3.068277,7,2,-154.1185,99.34773
-117.9876,55.29197,2.300006,7,1,-95.05914,44.30574
-129.3954,116.6971,1.376562,4,6,-126.6423,146.8387
-3.648468,24.52037,-2.3211,5,3,-21.02503,30.49406
-144.1369,128.8972,-2.102608,1,1,-133.3674,126.865
-49.01634,54.61071,0.8410021,1,6,-40.76716,54.50783
-42.41098,140.9254,3.029457,2,2,-6.893629,184.4612
-191.6825,137.2601,-0.1845126,1,3,-176.0638,134.3955
-31.03878,115.1244,-1.271554,3,6,-68.75443,101.19
-81.27216,198.8259,-0.5713826,1,3,-66.51508,193.9476
-27.54395,110.3931,0.2712398,7,3,19.72513,134.1979
-91.89194,76.58274,-1.563718,3,3,-118.6656,68.54633
-73.52733,141.8198,1.421152,2,7,-110.0862,152.1236
-78.63671,145.6781,1.763642,3,2,-18.19972,161.8013
-195.0513,92.27141,0.8420382,2,1,-231.7185,91.11096
-141.6328,49.75492,2.138238,6,3,-181.5246,51.53755
-33.21268,80.84093,0.9301816,2,6,-66.59904,75.55966
-71.99408,70.71276,-0.7142778,5,4,-29.90664,80.18633
-60.3436,77.87587,2.649668,5,6,-89.57085,64.54945
-73.40117,83.49795,-2.711425,2,6,-30.60161,91.68897
-118.7764,89.21297,-1.423335,7,7,-144.6187,103.0329
-161.1847,38.00457,0.07294302,5,2,-110.3146,35.1894
-78.64467,15.1832,-2.059304,5,2,-97.74985,22.29517
-54.57304,66.29285,-2.844869,6,1,-55.06471,82.88711
-167.8163,34.66517,0.3045294,1,3,-161.5843,32.82388
-42.20254,70.53406,-0.8124048,2,6,-29.23516,54.68752
-68.81414,70.1798,0.9102866,5,4,-34.31269,54.53424
-152.4065,20.8082,-2.235959,6,5,-128.5171,26.26559
-149.7256,141.9269,-0.09996612,3,1,-170.0229,171.8226
-56.96122,153.6309,-1.627217,7,6,-91.98742,169.1065
-77.14424,140.7545,-3.087339,7,5,-93.45684,105.572
-131.2006,191.1298,1.153386,4,2,-137.1901,241.022
-88.69231,24.53753,1.559296,5,1,-85.69775,17.43685
-199.6697,130.8314,2.357945,7,6,-170.5505,94.8083
-148.1328,56.78744,-1.838003,3,5,-169.3179,48.408
-4.897686,31.326,-2.97895,5,6,-34.90715,31.52476
-105.7206,60.61213,0.06926914,3,2,-115.0134,76.46916
-101.2752,31.98347,-0.8125579,5,7,-65.93251,38.64542
-29.2939,125.3718,2.889989,3,3,2.034034,102.2955
-145.0084,84.01163,1.76806,6,2,-175.0188,80.56808
-197.8507,120.0748,-2.780557,3,5,-170.2697,91.93831
-29.62242,231.0174,1.503213,6,2,-63.11578,182.2545
-37.73858,138.2682,-1.480468,7,6,-66.18589,157.9298
-67.22572,100.3519,2.7867,6,5,-88.85233,116.6805
-82.9516,1.910915,0.1626715,7,4,-53.82308,5.626045
-59.47221,169.001,-0.6762232,3,5,-96.33549,180.3188
-189.3399,78.78761,-0.9221668,1,4,-176.5577,78.76204
-189.6257,130.438,-1.661322,3,1,-215.1145,115.6325
-54.24642,77.9411,-0.9361429,5,3,-15.34931,95.91052
-135.6092,87.09132,-0.809324,7,3,-139.8559,105.0214
-171.4239,85.10487,1.569277,2,5,-204.7901,98.76588
-66.25119,125.2126,-1.139428,5,4,-29.93373,161.5296
-42.5028,208.4122,-0.4015528,1,4,-29.35314,200.3124
-136.8979,54.09996,-0.1091418,4,7,-175.0483,55.37671
-110.7813,176.093,-1.744362,7,5,-146.7386,191.0535
-66.20919,55.88055,2.024327,2,6,-82.61768,70.0667
-113.5707,136.2752,0.4425361,3,4,-98.90642,181.2815
-134.2686,53.02303,1.014965,6,1,-145.0159,45.93449
-82.93635,161.7608,2.068907,1,2,-69.5287,156.6217
-156.1892,27.07078,-1.247522,1,7,-147.9378,25.96539
-95.69345,173.4556,-1.094547,5,3,-46.46169,237.0501
-60.59541,38.6825,-1.698305,1,1,-56.31903,38.29718
-193.015,131.9165,1.998076,3,1,-129.1712,132.8579
-160.2378,39.65244,-0.3009302,1,2,-153.1487,40.40761
-129.7145,4.833355,2.207542,4,1,-100.2614,11.36463
-48.26464,195.4601,-0.06206221,3,4,-57.99925,240.2298
-31.92583,31.85436,-2.515993,2,4,-0.630392,34.93063
-187.0625,81.17001,-0.6414818,5,1,-145.1059,83.96533
-110.4557,88.09878,-2.697853,7,7,-133.5793,79.05996
-153.3021,84.25275,1.034851,4,5,-174.3113,102.7852
-132.0196,167.9345,-2.932081,4,1,-71.29852,154.3448
-46.09137,178.2969,0.2326692,3,3,-40.85443,230.0845
-211.5972,58.34049,1.235837,4,6,-222.1958,69.61552
-134.6801,130.3909,0.1953382,2,6,-156.4904,104.5537
-145.1845,19.60279,-0.465301,4,5,-183.1739,17.76241
-27.7775,155.0218,1.99436,6,1,-67.09689,137.3917
-198.8056,130.3774,0.8013416,3,2,-170.0669,164.8347
-63.7305,103.5355,-0.8495653,5,7,-17.5144,128.65
-67.44129,150.3799,2.136358,2,1,-72.78011,192.9721
-48.2481,230.2824,1.289007,2,1,-86.16968,238.9916
-226.8857,27.39339,1.649488,4,6,-216.2595,36.30709
-168.3187,96.08884,-3.103769,3,1,-134.4974,74.03764
-50.22176,9.136692,2.566047,1,2,-49.1724,7.408719
-90.78502,158.2217,-0.9385181,7,7,-94.07341,199.9267
-29.23458,2.215432,1.152952,5,2,-12.23511,-5.039252
-18.16895,226.9175,-1.967412,2,1,40.37,224.5905
-219.0277,25.6642,-2.465598,5,7,-249.6474,33.46103
-201.4132,104.9226,-2.618032,5,5,-232.7284,119.2428
-59.0655,36.78094,2.354053,2,6,-62.77678,44.61171
-169.0782,127.3075,0.6772314,1,1,-158.6478,125.7985
-161.8168,42.8494,2.598388,3,6,-113.8253,34.58396
-80.99155,15.64063,2.050983,4,2,-57.2542,20.29383
-44.98992,9.198041,-0.8352274,1,6,-45.52163,8.82978
-113.5121,126.4092,-0.7459904,5,1,-66.61196,152.1069
-66.26775,97.16058,0.2779033,2,4,-83.82533,80.6729
-87.12166,93.27226,-1.420393,7,7,-111.7989,107.7231
-97.56734,148.9656,-1.422818,4,1,-93.79581,109.434
-161.7297,89.02056,0.2105903,1,2,-149.7025,88.98463
-134.9582,20.63276,-2.186639,1,1,-131.4187,20.24888
-64.97775,135.3935,2.635735,2,7,-49.05606,179.5025
-123.713,104.3517,-3.090733,5,4,-164.6977,104.5769
-176.6566,73.167,-2.00072,6,1,-144.4335,81.1787
-12.01649,28.07685,2.042343,6,1,-43.73152,26.96003
-85.54256,34.79182,-2.682064,5,4,-120.5652,39.65512
-62.36292,123.3599,1.099856,3,4,-19.51574,160.0346
-48.37608,39.4966,2.207704,6,2,-82.38028,40.26974
-70.87321,133.4914,1.382657,2,1,-105.5117,143.2188
-132.2789,42.14619,1.111472,1,5,-127.2964,42.15739
-120.7354,80.65103,2.310272,4,6,-76.98116,94.76757
-100.085,182.6721,0.6411201,1,1,-88.92458,178.4646
-13.34041,38.10456,1.778815,1,7,-10.80995,37.90162
-85.83897,63.46925,0.6948034,1,3,-78.81726,60.4325
-92.52211,63.87284,0.6746389,4,1,-119.6363,73.95868
-180.2147,39.07345,1.721061,1,1,-176.1379,38.51503
-98.77563,185.2294,2.632271,1,6,-85.74979,178.069
-94.20119,51.1749,0.282994,4,4,-126.6675,57.0512
-116.5574,113.9523,-2.733669,5,6,-148.4841,126.4053
-172.4446,55.93171,1.309947,5,4,-148.7853,42.72633
-85.77369,55.90865,-0.5082158,1,2,-80.47359,55.57723
-185.3178,27.42358,-1.490191,2,1,-144.5329,21.10555
-19.91672,188.1586,0.2081361,7,3,38.58418,234.9287
-50.16129,85.19213,1.685685,2,2,-74.13966,97.27816
-33.93611,159.2081,-1.086791,2,1,-6.424018,121.9686
-55.3787,62.06078,1.00596,2,4,-86.64958,61.6168
-65.85069,96.60793,-3.012308,2,7,-23.13377,123.2735
-128.5282,84.72412,-3.140821,3,1,-97.23573,65.63423
-122.8484,19.44345,-2.459884,5,6,-151.5829,23.07164
-134.9515,151.6178,-2.223334,7,5,-172.7081,143.0064
-71.72801,80.11372,-1.482269,5,1,-58.50368,105.2055
-121.1676,1.35659,2.752587,6,5,-150.2691,6.909787
-20.52852,93.62815,2.793906,6,2,-42.95393,106.5125
-111.9194,125.804,-2.696027,1,5,-98.0113,122.4954
-83.79812,186.9351,3.132608,5,2,-126.5902,178.8544
-133.6342,90.99925,0.8723483,2,6,-168.1013,93.4478
-97.41483,103.8155,2.034534,1,5,-88.77942,101.6733
-113.348,62.64732,-0.52142,3,3,-142.5032,70.09297
-47.83301,105.8708,3.049047,6,4,-63.00647,131.7622
-68.2951,52.29555,-1.220695,4,2,-75.8147,44.33579
-102.894,7.655645,0.6043788,1,5,-103.4681,7.61968
-202.6329,128.9901,-0.3347669,5,4,-138.5391,135.536
-218.5467,42.6617,2.998621,2,6,-194.9875,47.7947
